Accident_ID,Month_Year,Time,Location ,Accident_Severity,Vehicle_Type,Weather_Condition,Road_Type,Number_of_Casualties,Number_of_Fatalities,Light_Condition,Speed_Limit (km/h)
ACC2663,Aug-18,18:00,Karimnagar Telangana,Serious,Auto-Rickshaw,Foggy,Urban Road,7,0,Daylight,70
ACC2664,Sep-23,12:09,Karaikal Puducherry,Fatal,Truck,Clear,Village Road,9,3,Dawn,90
ACC2665,Nov-23,03:29,Guwahati Assam,Serious,Bus,Clear,National Highway,5,1,Dark,111
ACC2666,Dec-23,10:25,Karimnagar Telangana,Serious,Auto-Rickshaw,Clear,Village Road,7,3,Dark,58
ACC2667,Sep-19,18:52,Solan Himachal Pradesh,Minor,Pedestrian,Rainy,Urban Road,1,3,Daylight,109
ACC2668,Jan-23,17:11,Madurai Tamil Nadu,Minor,Bus,Stormy,Village Road,9,4,Daylight,70
ACC2669,Jul-20,23:29,Gangtok Sikkim,Serious,Truck,Stormy,Village Road,7,0,Dusk,111
ACC2670,Jun-21,23:27,Anantnag Jammu and Kashmir,Serious,Pedestrian,Hazy,State Highway,0,5,Dawn,89
ACC2671,Nov-21,12:14,Jorhat Assam,Serious,Car,Stormy,Village Road,4,2,Dark,61
ACC2672,Sep-22,20:23,Lucknow Uttar Pradesh,Minor,Two-Wheeler,Rainy,State Highway,8,3,Dawn,114
ACC2673,Jul-22,08:10,Margao Goa,Minor,Car,Stormy,Urban Road,7,1,Daylight,42
ACC2674,Sep-18,20:47,Udaipur Rajasthan,Minor,Auto-Rickshaw,Stormy,State Highway,10,4,Dawn,43
ACC2675,Sep-21,21:12,Kozhikode Kerala,Fatal,Pedestrian,Clear,Urban Road,1,3,Dusk,107
ACC2676,Dec-22,10:48,Bilaspur Chhattisgarh,Fatal,Truck,Foggy,Village Road,0,5,Dusk,66
ACC2677,Oct-23,14:09,Naharlagun Arunachal Pradesh,Fatal,Truck,Hazy,State Highway,2,1,Dark,69
ACC2678,Mar-22,10:47,Imphal Manipur,Serious,Car,Stormy,State Highway,5,4,Dawn,46
ACC2679,Jul-21,00:49,Puri Odisha,Fatal,Bus,Hazy,Urban Road,2,0,Dark,104
ACC2680,Nov-18,18:21,Kanpur Uttar Pradesh,Serious,Two-Wheeler,Foggy,Village Road,9,2,Dawn,107
ACC2681,Apr-20,00:32,Lunglei Mizoram,Serious,Auto-Rickshaw,Hazy,State Highway,2,5,Daylight,109
ACC2682,Nov-23,05:04,Gurugram Haryana,Minor,Auto-Rickshaw,Foggy,State Highway,9,0,Dawn,48
ACC2683,Feb-23,12:16,Dharamshala Himachal Pradesh,Minor,Car,Hazy,State Highway,5,0,Daylight,68
ACC2684,Nov-22,12:15,Haldwani Uttarakhand,Fatal,Bus,Clear,Urban Road,7,0,Dark,87
ACC2685,Oct-18,03:40,Vijayawada Andhra Pradesh,Serious,Bus,Rainy,Village Road,6,3,Dusk,117
ACC2686,May-22,13:58,Coimbatore Tamil Nadu,Fatal,Car,Clear,State Highway,8,4,Dark,109
ACC2687,Jul-22,07:03,Vasco da Gama Goa,Minor,Truck,Stormy,National Highway,9,3,Dusk,59
ACC2688,Apr-20,03:42,Naharlagun Arunachal Pradesh,Serious,Truck,Rainy,National Highway,8,2,Daylight,90
ACC2689,Jun-19,21:59,Jaipur Rajasthan,Fatal,Two-Wheeler,Rainy,Village Road,9,0,Dawn,70
ACC2690,Feb-19,07:57,Jorhat Assam,Fatal,Bus,Stormy,State Highway,9,3,Dusk,120
ACC2691,Dec-23,15:59,Mysore Karnataka,Fatal,Bus,Foggy,Village Road,7,5,Dawn,59
ACC2692,Jun-19,12:09,Pune Maharashtra,Minor,Pedestrian,Foggy,Village Road,8,1,Dawn,63
ACC2693,Jan-23,19:01,Bhagalpur Bihar,Minor,Car,Hazy,National Highway,7,2,Dark,34
ACC2694,Jun-20,14:31,Jaipur Rajasthan,Minor,Auto-Rickshaw,Foggy,Urban Road,4,0,Daylight,119
ACC2695,Jul-19,07:46,Surat Gujarat,Fatal,Auto-Rickshaw,Clear,State Highway,8,1,Dusk,104
ACC2696,Feb-20,09:05,Pasighat Arunachal Pradesh,Minor,Cycle,Foggy,Urban Road,0,5,Dusk,46
ACC2697,Dec-20,15:42,Bhopal Madhya Pradesh,Minor,Pedestrian,Clear,State Highway,9,1,Dawn,38
ACC2698,Jan-20,21:09,Jammu Jammu and Kashmir,Minor,Truck,Stormy,Village Road,10,2,Dawn,90
ACC2699,Jan-20,04:30,Surat Gujarat,Minor,Two-Wheeler,Clear,National Highway,9,5,Daylight,62
ACC2700,Nov-20,23:41,Kohima Nagaland,Serious,Cycle,Clear,Urban Road,1,5,Daylight,100
ACC2701,Mar-20,20:41,Dimapur Nagaland,Fatal,Car,Clear,Urban Road,5,1,Dawn,117
ACC2702,Aug-19,04:54,Baramulla Jammu and Kashmir,Serious,Auto-Rickshaw,Stormy,Urban Road,8,0,Dark,112
ACC2703,Sep-20,17:51,Gwalior Madhya Pradesh,Serious,Truck,Hazy,National Highway,10,5,Dawn,72
ACC2704,Mar-19,09:47,Nizamabad Telangana,Serious,Auto-Rickshaw,Hazy,State Highway,4,3,Dawn,110
ACC2705,Mar-18,22:38,Udaipur Tripura,Serious,Pedestrian,Rainy,State Highway,10,3,Dark,96
ACC2706,Dec-21,03:12,Jorhat Assam,Serious,Two-Wheeler,Foggy,National Highway,9,5,Dawn,109
ACC2707,Jun-22,06:32,Ambala Haryana,Serious,Car,Foggy,Urban Road,3,3,Dusk,77
ACC2708,Aug-23,06:41,Jammu Jammu and Kashmir,Serious,Two-Wheeler,Hazy,Village Road,5,3,Dawn,64
ACC2709,Jun-21,08:28,Mokokchung Nagaland,Serious,Truck,Hazy,Village Road,5,2,Dusk,106
ACC2710,Nov-18,01:42,Chennai Tamil Nadu,Fatal,Truck,Foggy,State Highway,1,5,Dark,50
ACC2711,Aug-22,14:37,Vasco da Gama Goa,Serious,Truck,Rainy,Village Road,1,5,Dark,55
ACC2712,Aug-20,10:52,Champhai Mizoram,Serious,Auto-Rickshaw,Hazy,National Highway,10,2,Daylight,30
ACC2713,Jul-19,06:31,Shillong Meghalaya,Serious,Bus,Foggy,State Highway,2,3,Dusk,101
ACC2714,Dec-19,06:32,Jabalpur Madhya Pradesh,Minor,Bus,Clear,National Highway,1,2,Dawn,43
ACC2715,Sep-21,05:43,Kochi Kerala,Serious,Truck,Foggy,Urban Road,4,3,Dawn,34
ACC2716,Aug-19,05:51,Jaipur Rajasthan,Fatal,Auto-Rickshaw,Hazy,Village Road,4,0,Daylight,53
ACC2717,Nov-19,20:50,Udaipur Tripura,Minor,Two-Wheeler,Rainy,National Highway,9,3,Dusk,69
ACC2718,Jul-23,15:43,Dwarka Delhi,Fatal,Two-Wheeler,Clear,State Highway,3,1,Dark,105
ACC2719,Jan-21,15:03,Indore Madhya Pradesh,Minor,Bus,Stormy,State Highway,2,3,Dusk,98
ACC2720,Nov-19,04:19,Korba Chhattisgarh,Minor,Bus,Stormy,National Highway,8,2,Dusk,64
ACC2721,Aug-20,01:17,New Delhi Delhi,Fatal,Car,Stormy,National Highway,9,2,Dark,116
ACC2722,Oct-22,03:11,Tura Meghalaya,Minor,Pedestrian,Hazy,State Highway,3,0,Dawn,77
ACC2723,Oct-20,23:27,Bishnupur Manipur,Minor,Pedestrian,Stormy,Urban Road,7,0,Dawn,45
ACC2724,Jan-19,11:44,Thoubal Manipur,Serious,Auto-Rickshaw,Foggy,State Highway,2,5,Dawn,72
ACC2725,Sep-21,23:04,Chandigarh Chandigarh,Minor,Two-Wheeler,Hazy,National Highway,6,5,Dusk,30
ACC2726,Dec-19,09:54,Dibrugarh Assam,Serious,Bus,Clear,State Highway,6,0,Dark,75
ACC2727,Feb-20,17:38,Kolkata West Bengal,Minor,Pedestrian,Stormy,Village Road,0,2,Daylight,111
ACC2728,Jul-21,06:06,Lunglei Mizoram,Serious,Pedestrian,Foggy,Urban Road,1,2,Dusk,103
ACC2729,Dec-19,07:43,Kohima Nagaland,Minor,Car,Stormy,State Highway,7,1,Dark,100
ACC2730,May-20,02:00,Bhagalpur Bihar,Serious,Car,Foggy,Village Road,8,4,Daylight,36
ACC2731,Aug-23,01:47,Champhai Mizoram,Minor,Two-Wheeler,Clear,Village Road,2,3,Dark,44
ACC2732,Apr-22,19:34,Jaipur Rajasthan,Minor,Truck,Clear,State Highway,6,5,Dark,42
ACC2733,Sep-20,04:59,Jabalpur Madhya Pradesh,Fatal,Cycle,Clear,Urban Road,9,5,Dawn,54
ACC2734,Nov-21,03:04,Kolkata West Bengal,Minor,Two-Wheeler,Stormy,National Highway,3,5,Dawn,103
ACC2735,Dec-19,12:53,Jamshedpur Jharkhand,Serious,Pedestrian,Clear,State Highway,0,3,Daylight,92
ACC2736,Mar-23,11:58,Dharamshala Himachal Pradesh,Fatal,Car,Hazy,State Highway,3,1,Dark,41
ACC2737,Jul-23,22:15,Mandi Himachal Pradesh,Minor,Two-Wheeler,Rainy,Village Road,1,5,Daylight,62
ACC2738,May-21,18:36,Raipur Chhattisgarh,Minor,Truck,Foggy,Urban Road,4,3,Dawn,32
ACC2739,May-19,01:23,Jowai Meghalaya,Minor,Bus,Foggy,Village Road,2,1,Dusk,36
ACC2740,Nov-23,04:51,Mokokchung Nagaland,Serious,Bus,Hazy,Village Road,2,5,Dawn,113
ACC2741,Jul-20,11:42,Agartala Tripura,Serious,Cycle,Hazy,Village Road,6,4,Dawn,77
ACC2742,Dec-20,06:44,Jamshedpur Jharkhand,Minor,Truck,Hazy,National Highway,3,0,Dark,100
ACC2743,Mar-22,08:03,Bokaro Jharkhand,Minor,Truck,Clear,State Highway,9,2,Daylight,89
ACC2744,Mar-21,02:12,Bangalore Karnataka,Serious,Two-Wheeler,Hazy,Village Road,9,2,Dusk,99
ACC2745,Apr-21,14:44,Panaji Goa,Fatal,Car,Stormy,Village Road,4,0,Dark,35
ACC2746,Jan-22,22:11,Jabalpur Madhya Pradesh,Minor,Bus,Foggy,Urban Road,5,5,Dark,65
ACC2747,Mar-18,13:26,Pune Maharashtra,Serious,Two-Wheeler,Rainy,Urban Road,0,4,Dark,87
ACC2748,Aug-22,14:36,Puducherry Puducherry,Minor,Auto-Rickshaw,Stormy,Village Road,8,5,Dark,82
ACC2749,Mar-20,06:11,Jalandhar Punjab,Minor,Auto-Rickshaw,Rainy,National Highway,0,5,Dawn,40
ACC2750,Jan-22,11:22,Vadodara Gujarat,Serious,Auto-Rickshaw,Hazy,Village Road,7,2,Dusk,54
ACC2751,Dec-20,14:51,Kozhikode Kerala,Fatal,Bus,Clear,Village Road,1,5,Dark,104
ACC2752,Mar-18,05:27,Chandigarh Chandigarh,Fatal,Bus,Stormy,Urban Road,10,1,Dawn,31
ACC2753,Aug-19,22:24,Thoubal Manipur,Fatal,Auto-Rickshaw,Stormy,National Highway,6,5,Dusk,50
ACC2754,Oct-22,22:34,Mysore Karnataka,Fatal,Cycle,Clear,Urban Road,0,1,Dawn,119
ACC2755,Apr-21,22:10,Jodhpur Rajasthan,Fatal,Bus,Rainy,National Highway,9,4,Daylight,69
ACC2756,Mar-22,03:40,Cuttack Odisha,Fatal,Auto-Rickshaw,Hazy,State Highway,4,3,Dark,119
ACC2757,Jun-18,16:15,Gwalior Madhya Pradesh,Serious,Bus,Rainy,Urban Road,10,4,Dark,95
ACC2758,Apr-20,16:03,Baramulla Jammu and Kashmir,Fatal,Cycle,Hazy,National Highway,7,0,Dawn,74
ACC2759,Oct-23,07:37,Kohima Nagaland,Fatal,Bus,Foggy,State Highway,9,1,Dark,63
ACC2760,Mar-20,08:01,Pune Maharashtra,Serious,Truck,Hazy,Village Road,6,3,Dark,44
ACC2761,Feb-23,20:29,Dhanbad Jharkhand,Minor,Car,Hazy,National Highway,8,4,Dawn,84
ACC2762,Oct-22,17:23,Chandigarh Chandigarh,Minor,Auto-Rickshaw,Clear,Village Road,5,4,Dawn,43
ACC2763,Mar-23,03:06,Imphal Manipur,Minor,Auto-Rickshaw,Stormy,Urban Road,1,0,Daylight,66
ACC2764,Jul-18,20:56,Faridabad Haryana,Minor,Pedestrian,Foggy,Urban Road,9,5,Daylight,75
ACC2765,Sep-22,04:36,Jamshedpur Jharkhand,Serious,Auto-Rickshaw,Hazy,National Highway,2,2,Dawn,44
ACC2766,Nov-21,20:21,Rourkela Odisha,Minor,Car,Rainy,National Highway,2,1,Dawn,30
ACC2767,Jun-20,02:49,Nagpur Maharashtra,Serious,Auto-Rickshaw,Foggy,State Highway,6,4,Dawn,118
ACC2768,Dec-23,14:41,Kolkata West Bengal,Fatal,Truck,Foggy,Urban Road,10,5,Dusk,35
ACC2769,Dec-19,01:12,Vijayawada Andhra Pradesh,Fatal,Two-Wheeler,Stormy,Village Road,0,0,Dusk,82
ACC2770,Nov-23,04:42,Puri Odisha,Serious,Cycle,Clear,Village Road,8,1,Daylight,68
ACC2771,Mar-22,04:27,Puducherry Puducherry,Minor,Two-Wheeler,Foggy,National Highway,9,3,Daylight,61
ACC2772,Aug-19,05:15,Karaikal Puducherry,Minor,Pedestrian,Foggy,Village Road,3,5,Dark,35
ACC2773,Jan-18,10:32,Karaikal Puducherry,Fatal,Auto-Rickshaw,Foggy,National Highway,4,3,Daylight,86
ACC2774,Jul-19,00:01,New Delhi Delhi,Minor,Auto-Rickshaw,Clear,Village Road,6,4,Dawn,108
ACC2775,Feb-22,07:44,Ambala Haryana,Fatal,Car,Hazy,Urban Road,3,1,Daylight,39
ACC2776,Aug-18,19:11,Tura Meghalaya,Fatal,Cycle,Rainy,Village Road,7,4,Dawn,75
ACC2777,Mar-23,16:36,Haridwar Uttarakhand,Serious,Auto-Rickshaw,Hazy,National Highway,10,0,Dawn,62
ACC2778,Jul-22,21:03,Haldwani Uttarakhand,Fatal,Auto-Rickshaw,Rainy,State Highway,10,1,Dark,35
ACC2779,May-20,13:37,Mokokchung Nagaland,Minor,Auto-Rickshaw,Rainy,Village Road,8,5,Dark,62
ACC2780,Dec-23,13:02,Haldwani Uttarakhand,Minor,Two-Wheeler,Stormy,Urban Road,9,2,Daylight,87
ACC2781,Jun-22,17:00,Bhopal Madhya Pradesh,Serious,Auto-Rickshaw,Stormy,Village Road,8,0,Dark,79
ACC2782,Jan-23,02:22,Jamshedpur Jharkhand,Minor,Pedestrian,Foggy,National Highway,0,0,Daylight,75
ACC2783,Jan-18,21:32,Chandigarh Chandigarh,Minor,Cycle,Hazy,Urban Road,10,0,Daylight,59
ACC2784,Jul-19,19:33,Kohima Nagaland,Fatal,Cycle,Rainy,State Highway,1,0,Dusk,102
ACC2785,Jul-18,12:03,Mumbai Maharashtra,Fatal,Car,Foggy,State Highway,10,1,Dark,33
ACC2786,Oct-23,00:52,Thrissur Kerala,Minor,Two-Wheeler,Rainy,Village Road,1,1,Daylight,51
ACC2787,Aug-23,06:44,Vijayawada Andhra Pradesh,Serious,Car,Hazy,National Highway,2,4,Dusk,92
ACC2788,Nov-18,14:04,Puducherry Puducherry,Minor,Bus,Stormy,National Highway,6,0,Dark,44
ACC2789,Sep-18,08:46,Kolkata West Bengal,Minor,Two-Wheeler,Foggy,Village Road,1,5,Daylight,64
ACC2790,Oct-21,13:55,Rohini Delhi,Fatal,Truck,Rainy,Village Road,2,5,Dawn,117
ACC2791,Jun-18,10:23,Raipur Chhattisgarh,Serious,Truck,Rainy,State Highway,3,1,Dusk,69
ACC2792,Jul-19,15:47,Tirupati Andhra Pradesh,Minor,Auto-Rickshaw,Hazy,National Highway,3,0,Dusk,117
ACC2793,Jul-19,00:58,Kolkata West Bengal,Serious,Car,Rainy,Village Road,0,1,Dawn,55
ACC2794,Nov-22,16:27,Thoubal Manipur,Fatal,Cycle,Clear,National Highway,1,3,Daylight,105
ACC2795,Jan-22,11:23,Thoubal Manipur,Minor,Two-Wheeler,Clear,National Highway,10,0,Daylight,60
ACC2796,Jan-23,06:09,Puri Odisha,Minor,Two-Wheeler,Foggy,Urban Road,9,0,Dawn,36
ACC2797,Nov-22,11:33,Durgapur West Bengal,Serious,Cycle,Foggy,State Highway,3,2,Dawn,42
ACC2798,Dec-20,19:26,Shimla Himachal Pradesh,Minor,Auto-Rickshaw,Rainy,Urban Road,4,3,Dusk,47
ACC2799,Jun-23,00:40,Korba Chhattisgarh,Minor,Two-Wheeler,Stormy,Village Road,0,0,Dark,48
ACC2800,May-18,00:17,Gangtok Sikkim,Minor,Pedestrian,Foggy,National Highway,2,4,Daylight,76
ACC2801,Dec-18,23:46,Kohima Nagaland,Fatal,Cycle,Clear,State Highway,9,5,Dawn,104
ACC2802,Apr-23,09:59,Bhilai Chhattisgarh,Serious,Truck,Rainy,National Highway,0,0,Dark,96
ACC2803,Mar-18,07:49,Jammu Jammu and Kashmir,Fatal,Truck,Hazy,State Highway,1,3,Dusk,37
ACC2804,Sep-21,10:20,Anantnag Jammu and Kashmir,Serious,Bus,Stormy,National Highway,9,3,Dark,84
ACC2805,May-22,12:25,Mangalore Karnataka,Minor,Cycle,Stormy,Urban Road,10,4,Dark,33
ACC2806,Sep-19,16:27,Varanasi Uttar Pradesh,Fatal,Two-Wheeler,Rainy,State Highway,10,0,Dusk,69
ACC2807,Aug-19,07:39,Puducherry Puducherry,Fatal,Two-Wheeler,Stormy,Village Road,3,4,Dark,38
ACC2808,Dec-21,08:34,Gyalshing Sikkim,Minor,Pedestrian,Hazy,State Highway,2,1,Dark,90
ACC2809,Nov-22,04:26,Haridwar Uttarakhand,Minor,Car,Clear,Urban Road,2,3,Dawn,105
ACC2810,Aug-19,19:32,Gwalior Madhya Pradesh,Minor,Bus,Clear,State Highway,5,0,Dawn,100
ACC2811,Mar-21,09:07,Aizawl Mizoram,Serious,Bus,Clear,Village Road,5,4,Daylight,89
ACC2812,Mar-19,06:55,Dhanbad Jharkhand,Minor,Bus,Rainy,State Highway,6,3,Daylight,72
ACC2813,Jun-20,06:31,Surat Gujarat,Minor,Pedestrian,Foggy,National Highway,2,0,Daylight,114
ACC2814,Jul-20,17:16,Rourkela Odisha,Minor,Cycle,Hazy,Village Road,1,5,Dark,98
ACC2815,Oct-21,02:44,Kozhikode Kerala,Serious,Auto-Rickshaw,Clear,Urban Road,9,4,Daylight,32
ACC2816,Sep-18,08:30,Haridwar Uttarakhand,Fatal,Cycle,Rainy,Village Road,2,2,Daylight,50
ACC2817,Jun-20,06:29,Vijayawada Andhra Pradesh,Minor,Truck,Foggy,Village Road,9,4,Dark,45
ACC2818,Jul-18,22:27,Nongstoin Meghalaya,Fatal,Two-Wheeler,Clear,Village Road,8,0,Dusk,99
ACC2819,Oct-19,19:45,Varanasi Uttar Pradesh,Minor,Auto-Rickshaw,Stormy,National Highway,6,3,Dusk,70
ACC2820,Sep-23,14:25,Vadodara Gujarat,Fatal,Auto-Rickshaw,Rainy,National Highway,4,5,Dark,35
ACC2821,Jul-22,18:08,Bhilai Chhattisgarh,Fatal,Auto-Rickshaw,Foggy,Urban Road,9,1,Daylight,83
ACC2822,May-22,13:09,Durgapur West Bengal,Minor,Pedestrian,Clear,State Highway,9,1,Dark,89
ACC2823,Oct-20,02:04,Jowai Meghalaya,Serious,Auto-Rickshaw,Stormy,Urban Road,6,3,Dark,30
ACC2824,Oct-21,23:38,Lucknow Uttar Pradesh,Serious,Truck,Clear,State Highway,4,1,Dawn,89
ACC2825,Jun-19,13:14,Puri Odisha,Fatal,Car,Rainy,State Highway,3,4,Dark,113
ACC2826,Apr-22,13:02,Dehradun Uttarakhand,Fatal,Cycle,Foggy,National Highway,4,2,Daylight,66
ACC2827,Sep-18,22:57,Coimbatore Tamil Nadu,Minor,Cycle,Hazy,Urban Road,3,4,Dawn,105
ACC2828,Jul-23,00:44,Ahmedabad Gujarat,Serious,Pedestrian,Stormy,Village Road,6,5,Dark,77
ACC2829,May-21,13:27,Vadodara Gujarat,Minor,Truck,Rainy,Urban Road,8,4,Dusk,92
ACC2830,Oct-23,22:23,Lunglei Mizoram,Minor,Pedestrian,Clear,State Highway,8,2,Dawn,94
ACC2831,Feb-23,23:59,Madurai Tamil Nadu,Minor,Two-Wheeler,Stormy,Urban Road,2,0,Dusk,112
ACC2832,Aug-20,08:35,Champhai Mizoram,Fatal,Cycle,Foggy,National Highway,5,2,Dark,70
ACC2833,Mar-18,13:23,Mangalore Karnataka,Serious,Car,Hazy,State Highway,3,0,Dark,81
ACC2834,May-23,06:17,Durgapur West Bengal,Minor,Car,Hazy,State Highway,1,1,Dawn,70
ACC2835,Nov-23,15:55,Mangalore Karnataka,Minor,Auto-Rickshaw,Hazy,State Highway,4,0,Dark,62
ACC2836,Jun-21,07:49,Bilaspur Chhattisgarh,Serious,Auto-Rickshaw,Rainy,State Highway,10,0,Dusk,35
ACC2837,Dec-23,16:26,Durgapur West Bengal,Minor,Pedestrian,Rainy,Village Road,1,1,Dark,106
ACC2838,May-22,01:19,Puducherry Puducherry,Fatal,Car,Rainy,Village Road,4,2,Daylight,100
ACC2839,Mar-19,09:53,Lucknow Uttar Pradesh,Serious,Car,Hazy,State Highway,6,4,Dusk,64
ACC2840,Oct-23,11:18,Lucknow Uttar Pradesh,Minor,Auto-Rickshaw,Foggy,Urban Road,4,1,Dark,32
ACC2841,Jul-18,02:11,Mysore Karnataka,Minor,Pedestrian,Rainy,Urban Road,8,3,Dusk,47
ACC2842,Jun-20,09:50,Mokokchung Nagaland,Minor,Pedestrian,Stormy,Village Road,7,1,Daylight,117
ACC2843,Apr-21,23:06,Panipat Haryana,Serious,Cycle,Rainy,National Highway,8,0,Dusk,79
ACC2844,May-21,00:14,Mapusa Goa,Minor,Two-Wheeler,Stormy,National Highway,8,2,Dawn,51
ACC2845,Jun-20,21:11,Lucknow Uttar Pradesh,Serious,Cycle,Clear,State Highway,4,0,Daylight,51
ACC2846,Oct-19,02:33,Chennai Tamil Nadu,Fatal,Two-Wheeler,Rainy,Village Road,1,5,Daylight,36
ACC2847,Dec-20,18:12,New Delhi Delhi,Minor,Auto-Rickshaw,Hazy,State Highway,0,5,Dark,65
ACC2848,Jun-20,03:45,Madurai Tamil Nadu,Fatal,Bus,Stormy,National Highway,4,0,Dark,107
ACC2849,Feb-20,14:05,Cuttack Odisha,Fatal,Cycle,Clear,State Highway,0,4,Dawn,93
ACC2850,Jun-20,01:38,Ahmedabad Gujarat,Fatal,Pedestrian,Foggy,Urban Road,2,5,Dusk,94
ACC2851,Jul-20,23:07,Tura Meghalaya,Fatal,Bus,Stormy,State Highway,10,5,Daylight,115
ACC2852,Mar-19,04:10,Udaipur Tripura,Minor,Two-Wheeler,Hazy,National Highway,3,5,Daylight,50
ACC2853,Jan-22,05:39,Thoubal Manipur,Fatal,Two-Wheeler,Stormy,National Highway,1,2,Dusk,69
ACC2854,Sep-19,15:22,Silchar Assam,Serious,Bus,Foggy,National Highway,4,3,Dusk,112
ACC2855,Jul-18,04:43,New Delhi Delhi,Minor,Auto-Rickshaw,Clear,Urban Road,9,0,Dawn,91
ACC2856,Jul-19,22:20,Thiruvananthapuram Kerala,Fatal,Truck,Clear,National Highway,1,5,Daylight,87
ACC2857,Nov-20,02:38,Karaikal Puducherry,Minor,Cycle,Foggy,Urban Road,6,3,Dusk,70
ACC2858,Nov-22,01:29,Vijayawada Andhra Pradesh,Serious,Car,Rainy,Village Road,2,1,Dusk,104
ACC2859,Jan-22,08:18,Roorkee Uttarakhand,Minor,Truck,Rainy,Urban Road,2,2,Dark,69
ACC2860,Aug-23,01:59,Chennai Tamil Nadu,Fatal,Bus,Rainy,Urban Road,1,0,Daylight,68
ACC2861,Aug-18,15:59,Amritsar Punjab,Serious,Auto-Rickshaw,Stormy,Urban Road,4,2,Dusk,107
ACC2862,Mar-18,02:29,Tura Meghalaya,Minor,Car,Rainy,Village Road,7,4,Dark,64
ACC2863,Apr-18,10:52,Dwarka Delhi,Serious,Cycle,Rainy,National Highway,6,4,Dark,81
ACC2864,May-23,12:24,Karimnagar Telangana,Minor,Cycle,Stormy,National Highway,9,4,Dusk,57
ACC2865,May-22,16:19,Mangan Sikkim,Serious,Two-Wheeler,Hazy,State Highway,4,0,Dusk,91
ACC2866,Sep-21,20:54,Mumbai Maharashtra,Minor,Car,Rainy,Urban Road,4,2,Dawn,72
ACC2867,Mar-20,12:49,Ludhiana Punjab,Serious,Two-Wheeler,Clear,State Highway,2,0,Daylight,78
ACC2868,Nov-23,05:15,Chandigarh Chandigarh,Minor,Cycle,Stormy,Village Road,3,3,Dawn,92
ACC2869,Jul-23,03:30,Varanasi Uttar Pradesh,Minor,Pedestrian,Hazy,Urban Road,9,1,Dusk,35
ACC2870,Aug-22,05:42,Udaipur Rajasthan,Minor,Pedestrian,Stormy,National Highway,10,4,Dawn,68
ACC2871,Jan-23,13:47,Gwalior Madhya Pradesh,Serious,Car,Rainy,Urban Road,6,1,Dusk,63
ACC2872,Oct-19,01:39,Nongstoin Meghalaya,Fatal,Cycle,Stormy,National Highway,6,5,Daylight,92
ACC2873,Jun-18,07:38,Hyderabad Telangana,Fatal,Cycle,Foggy,National Highway,1,4,Dark,80
ACC2874,Jul-19,16:43,Dharmanagar Tripura,Fatal,Truck,Hazy,State Highway,2,1,Dusk,59
ACC2875,Aug-19,08:45,Mokokchung Nagaland,Serious,Auto-Rickshaw,Hazy,State Highway,5,5,Dark,115
ACC2876,Mar-20,02:59,Imphal Manipur,Minor,Auto-Rickshaw,Rainy,State Highway,0,2,Dawn,109
ACC2877,Aug-19,19:09,Vadodara Gujarat,Fatal,Auto-Rickshaw,Clear,National Highway,7,1,Daylight,82
ACC2878,Sep-20,02:54,Chandigarh Chandigarh,Serious,Cycle,Stormy,Village Road,5,3,Dawn,53
ACC2879,Jan-20,03:40,Jowai Meghalaya,Serious,Pedestrian,Rainy,Village Road,7,0,Dusk,108
ACC2880,May-21,10:24,Mandi Himachal Pradesh,Serious,Pedestrian,Clear,Village Road,1,3,Dusk,97
ACC2881,Mar-19,03:32,Karaikal Puducherry,Minor,Pedestrian,Clear,Village Road,8,4,Dawn,47
ACC2882,Aug-19,02:18,Raipur Chhattisgarh,Serious,Car,Foggy,Village Road,5,5,Dusk,56
ACC2883,Oct-20,08:32,Jowai Meghalaya,Minor,Bus,Stormy,National Highway,9,4,Dusk,31
ACC2884,Jan-22,05:07,Dehradun Uttarakhand,Serious,Auto-Rickshaw,Clear,Village Road,0,1,Daylight,53
ACC2885,Feb-20,19:00,Dharmanagar Tripura,Fatal,Two-Wheeler,Clear,Urban Road,5,2,Dawn,53
ACC2886,Jun-19,23:57,Jammu Jammu and Kashmir,Minor,Truck,Foggy,National Highway,5,3,Dusk,61
ACC2887,Nov-23,22:13,Durg Chhattisgarh,Minor,Two-Wheeler,Stormy,Village Road,3,1,Daylight,111
ACC2888,Oct-22,07:30,Itanagar Arunachal Pradesh,Serious,Bus,Clear,Village Road,7,3,Dark,87
ACC2889,Sep-18,01:49,Anantnag Jammu and Kashmir,Serious,Cycle,Clear,Urban Road,4,1,Dark,71
ACC2890,Feb-22,10:00,Gwalior Madhya Pradesh,Serious,Cycle,Rainy,State Highway,8,4,Dark,115
ACC2891,Sep-23,13:57,Jodhpur Rajasthan,Minor,Car,Foggy,Urban Road,8,3,Daylight,34
ACC2892,Nov-23,12:58,Visakhapatnam Andhra Pradesh,Minor,Auto-Rickshaw,Clear,State Highway,3,2,Dark,114
ACC2893,May-19,17:56,Itanagar Arunachal Pradesh,Fatal,Two-Wheeler,Clear,Urban Road,7,1,Dusk,89
ACC2894,Jan-22,21:49,Bhagalpur Bihar,Minor,Car,Clear,State Highway,1,2,Daylight,94
ACC2895,Mar-21,09:04,Srinagar Jammu and Kashmir,Minor,Auto-Rickshaw,Stormy,State Highway,3,5,Dawn,31
ACC2896,Sep-22,03:35,Rourkela Odisha,Serious,Bus,Foggy,National Highway,3,0,Dark,109
